name,category_code,status,funding_total_usd
Topadmit,education,operating,80000
youmag,news,operating,2000000
hyaqu,ecommerce,operating,500000
Gimmie,advertising,operating,520000
Grow the Planet,social,operating,564400
VouchedFor,finance,operating,235000
Mojo Motors,automotive,operating,6457640
Viewpoints,web,operating,5000000
Boxstar Media,advertising,operating,611000
LogicMonitor,software,operating,800000
Ignite100,finance,operating,1600884
Datapipe,network_hosting,operating,487358426
Scanadu,medical,operating,16065113
Hari Seldon Corporation,analytics,operating,32570
TopTenREVIEWS,web,operating,7500001
Etherios,software,operating,750000
aBIZinaBOX,consulting,operating,500000
Blossom,software,operating,40000
Unbooked Ltd,web,closed,850000
Fritter,ecommerce,operating,250000
trgt.us,software,operating,32811
AtBizz,ecommerce,closed,300000
3ClickEMR Corporation,software,closed,500000
MyCosmik,mobile,operating,980000
Ayasdi,analytics,operating,51348982
RatePoint,software,closed,24500000
Involver,software,acquired,11040000
Loxam Holding,ecommerce,operating,86928000
Magzter,news,operating,13000000
inEarth,games_video,operating,50000
BrainSINS,software,operating,1065750
Videoplaza,advertising,operating,17440736
Intercom,software,operating,7750000
Spire,network_hosting,acquired,9000000
schoox,web,operating,1000000
AdScale,advertising,operating,6150000
RewardLoop,mobile,operating,1250000
VI Systems,semiconductor,operating,1448700
Metago,mobile,operating,550000
MapBox,enterprise,operating,10575000
DaWanda,network_hosting,operating,5197200
Gigalocal,mobile,closed,1000000
Veenome,advertising,operating,2100000
Tealium,enterprise,operating,27200000
mohchi,ecommerce,operating,250000
Kinsights,health,operating,20000
MyoPowers Medical Technologies,medical,operating,16000000
MOBIbucks,software,operating,5000000
Glori Energy,cleantech,operating,20000000
Venturocket,search,operating,700000
DreamHost,network_hosting,operating,30000000
Smartsheet,enterprise,operating,32439999
Luxury Retreats,travel,operating,5000000
ON24,web,operating,8000000
VisualXcript,software,operating,20000
Expan,other,operating,500000
KoalaDeal,ecommerce,closed,410000
Snagsta,search,operating,210908
BeautyTicket.com,web,operating,450000
Triposo,mobile,operating,4910000
Prism Skylabs,enterprise,operating,23999700
RAMP Holdings,analytics,operating,36750000
WizMeta,games_video,operating,60000
Precision Biopsy,biotech,operating,2500000
Vantia Therapeutics,biotech,operating,6500000
SpineVision,medical,operating,15000000
Valens Semiconductor,semiconductor,operating,14000000
tastytrade,finance,operating,29699586
App Annie,analytics,operating,22000000
BAUNAT,ecommerce,operating,4009040
Respect Your Universe,ecommerce,ipo,7306213
Allegro Diagnostics,biotech,operating,5400000
NEURA,hardware,operating,11397600
Qapa,consulting,operating,2414850
"QCoefficient, Inc.",cleantech,operating,7000000
Sosh,social,operating,16254000
CourseHorse,web,operating,500000
UrbanSitter,social,operating,7749996
App47,enterprise,operating,1750000
Alt12 Apps,mobile,operating,1260000
Swrve,advertising,operating,11139440
AtomShockwave,games_video,operating,22900000
Prosonix,biotech,operating,45049262
JumpTime,enterprise,acquired,250000
Caterva,social,closed,2408500
Moprise,enterprise,closed,2238055
BlackLocus,analytics,acquired,2500000
Monteris Medical,medical,operating,38700000
Mirador Biomedical,biotech,operating,1500000
OneRiot,advertising,acquired,27300000
Massive Damage,games_video,operating,432747
MoviePass,games_video,operating,1500000
Tumbie,public_relations,operating,238660
ClaytonStress.com,web,operating,75000
Gojee,hospitality,operating,4000000
Miralupa,software,operating,93938
Trulioo,social,operating,2300000
Verbling,education,operating,1020000
Hookflash,messaging,operating,1000000
EpiEP,biotech,operating,5450000
ValveXchange,hardware,operating,3500000
Healthrageous,hardware,operating,15000000
SurgiQuest,medical,operating,37500000
Pharminox,biotech,operating,2391738
Patriot National Insurance Group,finance,operating,58000000
Everplaces,mobile,operating,400000
Riot Games,games_video,operating,8000000
Standout Jobs,enterprise,acquired,1560692
RouterShare,mobile,closed,120000
"map2app, Inc.",mobile,operating,100000
Owlparrot,mobile,operating,300000
Anvil  Semiconductors,semiconductor,operating,239174
Snooth Media,web,operating,3300000
Secret Escapes,travel,operating,12851322
13th Lab,mobile,operating,700000
Oxyntix,other,operating,1596003
MobileApps.com,news,operating,400000
FlockOfBirds,software,operating,127527
Exepron,software,operating,500000
University of Maryland,education,operating,750000000
Quartzy,enterprise,operating,5200000
Fastly,network_hosting,operating,14000000
Contently,enterprise,operating,3325014
Rewardix,web,operating,240000
SeeChange Health,health,operating,35000000
AgLocal,hospitality,operating,1000000
ThisNext,social,operating,8699999
Envision Solar,cleantech,operating,2453500
PerSer Corp,social,closed,4000
CHNL,social,operating,1350000
MemSQL,analytics,operating,5100000
Avila Therapeutics,biotech,acquired,4000000
Gridco,cleantech,operating,30499992
copygram,web,operating,15000
Pro 3 Games,games_video,operating,259989
AutoUncle,,operating,19311
Eko India Financial Services,finance,operating,5500000
Capriza,enterprise,operating,8000000
skyrockit,mobile,closed,2600000
Ignite Game Technologies,games_video,operating,14025457
Avvo,legal,operating,23000000
Zipments,enterprise,operating,2250000
twiDAQ,games_video,operating,48027
EquityNet,software,operating,75000
NetPlenish,web,operating,1900000
Mile High Organics,ecommerce,operating,2200000
Ritter Pharmaceuticals,biotech,operating,7893359
CouponTrade,web,operating,2400000
HIT Community,health,operating,350000
Circle Cardiovascular Imaging,software,operating,3900000
Skylight Healthcare Systems,health,operating,15950000
Pocket,web,operating,7500000
Devcon Security Services,security,operating,215000000
Ostrovok,travel,operating,38600000
Revision3,games_video,acquired,9000000
Visual.ly,analytics,operating,4300000
Trovebox,web,operating,387000
Advanced Diamond Technologies,semiconductor,operating,5200000
Verdeeco,analytics,operating,1514205
Domo,software,operating,123000000
Umeng,mobile,operating,10000000
Tumri,advertising,acquired,31000000
DianDian,web,operating,10000000
yoone,games_video,closed,197597
Aktivito,web,operating,30000
TagMan,advertising,operating,13550000
AlphaNation,finance,closed,650000
Nethub,enterprise,operating,216000
5BARz International,mobile,ipo,2600000
I Had Cancer,social,operating,750000
Kihon,games_video,operating,1500000
Tyros,sports,operating,20000
DVS Sciences,manufacturing,operating,14600000
Amorcyte,biotech,acquired,500000
Zettics.com,analytics,operating,8000000
Chainalytics,consulting,operating,10000000
EpiGaN,cleantech,closed,5680800
TopCat Research,biotech,operating,80606
Marqeta,web,operating,36341900
Disruptive By Design,social,operating,10000
Blue Lava Technologies,software,closed,6005192
MoboTap,mobile,operating,10000000
Crushpath,advertising,operating,8000000
Affinion Group,,operating,1500000
AGV Media,news,operating,916029
Autology World,education,operating,1585973
Tecogen,cleantech,operating,3500000
Ziften Technologies,enterprise,operating,11300000
Zendesk,software,operating,85500000
Hailo,mobile,operating,50600000
PubNub,software,operating,17000000
Streetline,hardware,operating,40000000
WellnessFX,health,operating,5850000
Lockbox,web,operating,2500000
Unified,enterprise,operating,14112835
edjing,software,operating,2500000
Blomming,ecommerce,operating,1573650
Herzio,music,operating,475000
Intervention Insights,medical,operating,7200000
Curioos,ecommerce,operating,961888
Epocrates,software,acquired,35000000
Perkville,advertising,operating,1000000
neoSaej,web,closed,13130000
Vizify,web,operating,1510000
NewComLink,finance,operating,16135004
Tickade,games_video,operating,60000
Lytro,hardware,operating,90000000
Sand Technology,software,operating,750000
Truviso,analytics,acquired,3000000
eCullet,other,operating,42999500
Deal Decor,ecommerce,operating,1200000
JOOR,fashion,operating,20071510
ADP,web,operating,2000000
nanoMR,biotech,operating,21123512
Olery,hospitality,operating,1000000
Applied Superconductor,semiconductor,operating,5933707
Salsa Labs,software,operating,7000000
Mailbox,messaging,acquired,5000000
FullContact,enterprise,operating,8868000
Junar,enterprise,operating,1200000
Rapt Media,enterprise,operating,2288803
MoMelan Technologies,medical,closed,5000000
Auctomatic,web,acquired,400000
Zhaopin,ecommerce,operating,110000000
Ness Computing,search,operating,20000000
AzulStar,network_hosting,operating,3387542
Veles Plus LLC,web,operating,25000
Vserv.mobi,advertising,operating,7000000
PriceAdvice,web,closed,300000
ASLAN Pharmaceuticals,biotech,operating,34000000
FlatClub,ecommerce,operating,1500000
CloudFactory,enterprise,operating,700000
Zookal,ecommerce,operating,2060000
Sazneo,messaging,operating,350000
AudioName,social,operating,85000
BookingMarkets (Dashbell),web,operating,2222500
Thefuture.fm,enterprise,operating,1100000
Orca Digital,web,operating,20000000
Atlas Genetics,biotech,operating,27184390
ChessPark,games_video,acquired,1000000
Nearbuy Systems,analytics,acquired,3282327
muzu tv,web,operating,8000000
Netotiate,ecommerce,operating,1600000
SCHEDit,web,operating,300000
Dispatch,messaging,acquired,983000
Torsion Mobile,mobile,operating,300000
Dobango,games_video,operating,600000
LEID Products,hardware,operating,375000
Oxford Photovoltaics,cleantech,operating,4189946
KickSport,ecommerce,operating,1375748
gIcare Pharma,biotech,operating,7403436
Dibsie,ecommerce,operating,450000
Vibrow,web,closed,300000
gulu.com,web,closed,300000
BreakMedia,games_video,operating,21400000
Bubble & Balm,manufacturing,closed,120993
M2TECH,hardware,operating,719550
Sagetis Biotech,biotech,operating,2000000
MyGeekDay,ecommerce,operating,100000
"GetWellNetwork, Inc.",software,acquired,9000000
TutorDudes,education,operating,3000
Third Age,health,operating,1000000
Mocavo,search,operating,5100000
Local Yokel Media,advertising,operating,2288352
Mosaic Biosciences,biotech,closed,1000000
MuseStorm,web,closed,1429763
That{img},games_video,operating,1500
99dresses,fashion,operating,105651
LineStream Technologies,software,operating,1000000
Safaricross,consulting,operating,250000
YouTern,web,operating,50000
Bungolow,hospitality,operating,40000
Kantox,finance,operating,1474120
Soicos,advertising,operating,600000
GrabInbox,social,operating,40000
Deltasight,analytics,operating,378000
Problemcity.com,web,closed,10000
Abcam,biotech,operating,78799653
UpDown,web,operating,1750000
Lover.ly,search,operating,500000
GoSpotCheck,enterprise,operating,2968000
Publification Ltd,enterprise,operating,170000
Klip,mobile,operating,10000000
Onepager,web,operating,365000
IntellectSpace,other,operating,500000
RentStuff.com,web,acquired,675000
Nuroa,search,operating,4343800
BioActor,biotech,operating,2876000
Are You a Human,software,operating,1551000
Bioscience Vaccines,biotech,operating,150000
Bislr,software,operating,8810272
brick&mobile,advertising,operating,100000
MyDoorman,software,closed,100000
ItsGoinOn,games_video,closed,100000
PlayMob,games_video,operating,4041473
Apiary,software,operating,1750000
Clickable,advertising,acquired,32500000
RoomiePics,games_video,closed,150000
Fanzy,enterprise,operating,1500000
Responsa,web,operating,373275
NationBuilder,software,operating,14750000
Agitar,software,operating,10000000
LaunchSide.com,finance,operating,25000
"Nagisa,inc.",mobile,operating,65000
Athigo,software,closed,200000
LiquidTalk,software,operating,2430000
Ground Zero Group Corporation,consulting,closed,5000
Gamma Basics,software,operating,125000
Singly,analytics,acquired,8950000
Hortonworks,enterprise,operating,98000000
Mobjoy,games_video,operating,1300000
Member Desk,ecommerce,operating,20000
Eons,network_hosting,closed,32000000
NuMe Health,biotech,operating,2175000
RedKite Financial Markets,finance,acquired,1140575
Phizzle,advertising,operating,7900000
Sparkbrowser,software,operating,150000
Affinity Solutions,finance,operating,35500000
Qustodio,software,operating,1000000
Peloton Therapeutics,biotech,operating,18000000
Innography,enterprise,operating,10500000
Dexterra,mobile,acquired,122500000
Jixee,enterprise,operating,250000
Mineful,advertising,operating,25000
Habit Labs,health,operating,745000
Elevator Labs,public_relations,operating,20000000
HDmessaging,mobile,operating,3000000
Azumio,software,operating,2500000
Unique Solutions Design,fashion,operating,30000000
Wright Therapy Products,manufacturing,operating,5727216
Galenea,biotech,operating,13500000
PodPonics,hospitality,operating,3925000
5min Media,games_video,acquired,12800000
Unique Property,ecommerce,operating,50000
Dacentec,network_hosting,operating,6200000
Myrio,software,closed,20500000
"Samesurf, Inc.",enterprise,operating,1950000
Cliq,,operating,190000
ImpulseSave,mobile,acquired,50000
JasonDB,software,operating,800000
